Author,Comment Posted,Content,Like
Ah,1 month ago,"Manny is all time great. But he’s never been that great at Welter. Before this fight he was 11-4 with only two knockouts. It’s just not his weight class, so as he ages it’ll be even more difficult",1
Collen Makgopa,1 month ago,His the best but this fight showed that it's time to give them gloves up,
Dan Greene,1 month ago,"Fighters hang on , one of the saddest things I ever saw was Ali getting detroyed by Larry Holmes.  It was just so bad that Larry Holmes looked at the Ref like ,  stop this fight.",
Alex Tarver,1 month ago,Skip would be saying retire if he got knocked out...Spence would of knocked  pac man out for sure,3
Jimmy Bieri,1 month ago,ugas was just bigger man and his reach was massive,2
Gordon Concepcion,1 month ago,"We can also consider the fact that Manny strategized and learned the fighting style of his supposed opponent and then 11 days before the said fight, he now have a new opponent. Yes father time is catching up, however, if you shift into one opponent to another, it will not be easy to go back to the drawing board.",
orsel mcghee,1 month ago,"Now! Or 5 years ago would of been the same outcome. Ugas focus and style was kryptonite to Manny
Yall act like Pacquiao has never lost before 🤷🏽‍♂️",2
Ra Allah,1 month ago,No one was saying that before the fight they were talking about how special man is how he's going to beat Errol Spence Jr,1
Barry Smythe,1 month ago,I wish Skip would stop comparing a football player (Brady) to any other two way sport athletes. It just doesn't make sense.,1
Eric Snipe,1 month ago,Pac fans are obsessed with his character instead of his fight game. Pac will go down as 1 of the greatest and I respect anyone who steps into that square circle but Pac has a lot flaws in his fight game. Pac fans and and people who don’t know shit about boxing don’t like to admit that fact!,3
All Nite,1 month ago,Don't go out like my boy Roy Jones 😔😂,1
Mcgriffin67,1 month ago,"Real talk, I honestly thought Manny retired like 5 years ago.",
Brandon,1 month ago,"I dont wanna hear Manny won't prime shit! He's great, he lost amazing ring control by Ugas. Floyd Money 💰 Mayweather TBE...",7
Ghostwriter901,1 month ago (edited),Tbh PAC didn’t look the same as The Thurman fight… his footwork was bad and he wasn’t dodging anything…. Father Time has caught up with the great one… I am honestly glad he didn’t fight Crawford or Spence because it would of hurt me to see it,1
John 14:6 John 14:6,1 month ago,This didn’t come from me but someone mentioned the huge amount of backlash Mayweather would have gotten IF he had made an excuse after he had lost a fight. Pacquiao mentioned cramping in this fight and rotator cuff tear in his lose to Floyd.🤔,1
Old Head Painter,1 month ago,Manny is a great champion but he’s having trouble moving on from competitive sports I understand,
Adrian Chambliss,1 month ago,Man it’s crazy how a narrative changes after one day lol,8
Tom Mack,1 month ago,Did he really sit there and say he had Manny winning? 😮😲😱,
Wali Ahmad,1 month ago,It's a good thing Spence didn't fight him.  Pac would've gotten killed even worse,32
Jose Ramos,1 month ago,I saw the fight I thought it was even,
Lee Young jr,1 month ago,Manny got lumped up lol,14
S Alllen,1 month ago,"I told everyone Pacqiaou ran out of gas going down the stretch against Thurman, he was fighting on heart and determination. Great career"" true legend.... Errol was going to stop'em late.",
Tourus Stanley,1 month ago,"I won money off of ugas because I knew if the ugas that fought porter fights this pac, pac doesn't stand a chance.",8
Vincent Medley,1 month ago,Barrera and Marquez hit him with those shots!!!,
The Great one,1 month ago,SKIP THANK GOD IT WASN'T ERROL SPENCE HE WOULD OF DESTROYED PACMAN BODY AND HIS HOOK WOULD OF FINISHED PACMAN,11
CDSXCalibur,1 month ago,Daaaaaaaaamn 💯⚡️✨ PACMAN,
Ra Allah,1 month ago,Bulshit Shannon they both have the same amount of time to prepare for each other,2
Demetric Byrd,1 month ago,It’s a good thing he didn’t fight Spence after all! I hope Pac-man retires because this a young mans sport & he has nothing left too bring to a vicious sport!,10
Dade B,1 month ago,Man Spence might have killed manny in there,1
Raul Dacosta,1 month ago,"Skip you know nothing about Boxing.. If it was Spence in there with Pacman, The Pacman would be in the Hospital right Now...",29
Conrey Everett,1 month ago,You can tell these two dont really know all that's going on in the Boxing World.... they missed a Whoke lot in this analysis.,1
JaeDeeKae,1 month ago,NO Shannon they both was supposed to fight other opponents that same night so they both got thrown a curve ball at the last min,2
Edward Jones,1 month ago,Cuz Manny never learned defense. He always loses to ppl who knew defense....,1
Adrian Chambliss,1 month ago,It’s funny how when Manny had had to have the strict drug testing he hasn’t been the same !!,18
Sidney Gilmore,1 month ago,Steroids can only help you so much. I have never thought Pacman was a top fighter.,
Reallyoddkid Co. LLC,1 month ago (edited),Hang it up manny its ok,11
Sky McCloud,1 month ago (edited),Would’ve been worse if Errol was fighting,
Kar Kule,1 month ago (edited),"@1:20 ""hopefully he don't make you disappear."" That's some serious stuff that could potentially happen.",2
Niners 21,1 month ago,How u have someone winning that's hitting the air a lot. Skip needs to be fired,11
Michael Harrison,1 month ago,Every manny loss they come up with an excuse for him,
elijah white,1 month ago,Remember the Keith Thurman fight. Was no drug testing,1
Anthony Palaypay,1 month ago,"❤️👍Much Respect To Senator Pacquiao
Great Career and Still The 🐐🐐🐐GreatestOfAllTime
Hall Of Famer and All Time Greats
    Thank you Senator Manny Pacman Pacquiao for giving your best even though your both legs are in severe pain and badly cramping from the second round during the fight because of over training before the fight (You Tube videos showing his coaches asking Manny Pacquiao to already stop training), he was running daily in the mountain and even perform sparring for 32 rounds per day; but he was enjoying too much training hard and over extends himself even to the very last day before the fight. That made him to have painful cramps on both legs that started in the second round which made him move slow and was unable to move in and out, execute properly his strategies, techniques, combinations and fight plans. If you watch the fight live then you can hear Senator Manny Pacquiao saying “naninigas ang binti at hita ko!”/“both my legs are stiff and cramping!” in the corner after the 3rd round.🥊🇵🇭",
Raven Ott,1 month ago,Whatever is in the cards for Manny he is a righteous man. A man's man,
TravelingTrav,1 month ago (edited),Lol Mayweather won 50 consecutive fights. What’s Manny’s longest streak? Difference in dominance.,3
Manny_500,1 month ago,"Tired of hearing pacquio fought Floyd when he was old.. he became champion beat Adrian broker, Keith Thurman and Bradley after. The mayweather fight was damn near a decade ago smh",1
Crypto-Knight,1 month ago,I think that Manny over trained himself. If he showed as he fought during the training he and his team would have not had such high hopes and would have the realization that his age taking too on his performance. Ugas was just a too big and skilled of an opponent for manny’s style.,1
palaboy 89,1 month ago,I chuckle everytime anyone outside of the Philippines thinks that Manny has a chance to be president. Hes got a better chance beating Tyson Fury than winning the presidency.,17
Cool Breeze 2.0,1 month ago,Skip feels young by these old dudes continuing to compete.,2
A Y,1 month ago,Spot on,
Darnell Wallace,1 month ago,"In hindsight, Manny is lucky that Errol Spence JR got injured. Errol would’ve destroyed him.",9
FLavaa,1 month ago,i just think pacquiao doesn't have enough time to practice and study ugas. ugas on the other hand has so many things that can prepare him,
B Mor,1 month ago,When he beat Keith it wasn’t like he out classed or out boxed him he was getting out boxed by Keith until he dropped him that’s the beauty of boxing one punch can change a fight Keith realized he could beat and in the same thought got caught,
Kanzer,1 month ago,Father Time is still undefeated,17
Jay O Smitty,1 month ago,"Yeah.... You don't focus in camp for one guy then switched the opponent @the last minute and expect to come out on top...after hearing how ugas  was questionable the winner against Porter, i knew this would be a walk in the park.... I also believed they were going to give it to Manny if ugas stayed passive.  Like the rounds Manny won early was really Ugas but because he wasn't as aggressive, they were going to teach him not to waste time",
akingsdeal king,1 month ago,"Well he failed to compete in the Ugas fight! Pac looked slow, and out classed!!!",2
Brad Lamb,1 month ago,He's an all-time great who was robbed multiple times in his career by crooked judges but this fight was probably one of the few he actually lost. It might be time,10
Ian Castro,1 month ago,"Brady is still a 100% Football player 
Pacquiao is a Part Time Everything 🤷",3
Oliver Obnamia,1 month ago,"The ending reminded me of the Movie Rocky Balboa. Even though Rocky lost, as he was leaving the arena, the crowd was chanting his name. Same thing happened with Pacquiao as he was leaving — Very cool.",
PING1,1 month ago,he trained for a southpaw and then faced a slick conventional fighter,
All Nite,1 month ago,Skip think Tom Brady is the goat in all sports 🤔😂🤣😂🤣😂🤣,
Casey Jones,1 month ago,what else do u wanna prove Manny? 🤣🤣🤣,1
1-800 RAPE HER THROAT,1 month ago,Damn.... Life is hard boy,1
carlos turner,1 month ago,Manny needs to fight Jake Paul. He done,2
Mike Rhym,1 month ago,If he would have fought Spence he'd have been in the hospital for 6 years,1
Ra Allah,1 month ago,Why does this guy get a pass for the performance enhancement drug,
Islandsmoke L,1 month ago,Errol Spence would’ve stopped Manny for sure,3
Fendi Cafe,1 month ago,& y'all Really think he beating Spence,
boi angas,1 month ago,support for boxing but no in politics!!!! he’s going to be a puppet!! 💯,
threefoe,1 month ago,The man had 11 days to change his ENTIRE game plan from fighting a south paw in Errol Spence. People dont understand how difficult it is to prepare for a fighter for 2 months let alone 11 days.,
Edward Jones,1 month ago,That's incorrect he always got hit! Marquez stretched him 8yrs ago... Cross sports talk is difficult... Because i completely disagree with all this,1
IsaacDxb yayo,1 month ago,"PAC can’t get away from this till he can’t fight anymore. Right now it’s about pay check 💰, proving nothing. He is already a legend. Let Pac get the bag 💵",
Post Tramatiq,1 month ago,Manny ducked Bud Crawford though.,
Curdarius McBride,1 month ago,Shannon that Patek is HARD 🔥🔥🔥,
Brian Griggs,1 month ago,Pac Man is a Legend with nothing to prove.   He lost a battle but won many Wars!,1
M D,1 month ago,SKIP CRAZY...WHY WOULD YOU WANT TO SEE PACMAN FIGHT SPENCE???,1
jason jones,1 month ago,Manny fights used to be fixed. This is proof,
Corb,1 month ago,Pac you need to stay fighting,
Lamelle Evan,1 month ago,Erroll Spencer would have knocked him out . Now I'm glad erroll didn't fight the great goat pac man top 100  best fighters  ever .... generational talent .,18
corey thomas,1 month ago,Floyd laughing in his room,8
James Ashby,1 month ago,For Skip to say he had Manny winning that fight is just ridiculous. Wasn’t even close and of course after the fight Manny makes up yet another excuse. This is second loss blamed on cramped legs. Let’s not forget the shoulder in the Floyd schooling.,10
Jerome Wilson,1 month ago,Mostly everybody had manny beating Errol and Ugas...but now the narrative changes that he old because he lost..,9
miopera40,1 month ago,"I don't the Pacman is done, Ugas took his speed away with great body work and consistent countering",
Richard B,1 month ago,Time for  Manny the GOAT to retire,1
Michael Anthony,1 month ago,Manny Pacquiao one of the best Southpaws ever exciting energetic great offense but not so good defense 8 loses 2 draws KOd 3 times more losts then any top 10 maybe top 20 boxer. No GOAT.,3
rytferndz24,1 month ago,Next fight Manny vs Shannon 🥊,
Niners 21,1 month ago,Floyd ducked so much he was playing limbo,1
Eazy,1 month ago,Manny lucky Spence wasn't there he definitely needs to hang it up,1
Kevin Cooper,1 month ago,This ain't got nothing to do with Tom Brady stick with a boxer. Again just another dude Tom Brady.👍👍,1
MrJjreid,1 month ago,Manny Pacquiao has tax issues that's why he hasn't retired years ago,1
FN_ Nice,1 month ago,That's why God had to stop Earl Spence with an eye injury because he would have killed Pacquiao facts,1
Leonard Malacad,1 month ago,Pac should consider fighting YouTubers and TikTok ers now 😂,
Kwon 22,1 month ago,If ugas was a big puncher manny would have got knocked our trust me 👍🏾💯,1
Amer Sayyed-Fassad Al Houssaini,1 month ago,Manny should retire he cant keep up with these young boxers anymore,
Leon Richardson,1 month ago,A person with a Advantage use his advantage he used his reach wrong game plan Mike Tyson Style,
thomas cianciola,1 month ago,Manny drinks NXT LVL,
Megail Frisch,1 month ago,He got beat down period lol,
Heriberto Hernandez,1 month ago,Blame it on the circus manny has around him manny did not rest enough,
,1 month ago,Floyd would have won.,
po ko,1 month ago,People don't care about fighters health🤦🏾‍♂️ Manny time is up.  Retire before he gets permanently hurt‼️ WE GONNA MISS ONE OF OUR BOXING LEGENDS‼️ but he'll be healthy.,
Sklouchechi,1 month ago,"The match was such a bust, imagine prepping for a fight for months, only to be changed 2 weeks before a fight, vs a fighter you never prepped for, a bigger, longer fighter. Pacquiao should rematch then get Spence next.",1
Niners 21,1 month ago,I cant stand skip at all,3
Southcidal Music,1 month ago,"Pacquiao always got hit with shots, he just walked through them. Nowadays, because of Tyson Fury, they are watching for steroid use and cheating.",3
Ronnie SanDiego,1 month ago,"Once Pac man got off the juice, he lost the juice",2
Denzel Benton,1 month ago,He better be happy Spence got hurt he would’ve killed Manny Pac-Man,5
David Barnes,1 month ago,Yeah but Skip Manny could hurt,
Bam Bam,1 month ago,"Boxers been duckin Ugas for a looong time haha, except Shawn Porter because he ain’t scared to fight no damn body",
Brad Lamb,1 month ago,Pac beat Jeff Horn to a bloody pulp. He was robbed just like he was robbed in the Mayweather fight,1
Marskee Love,1 month ago,"But Manny was the favorite to win the fight, where was his fans excuses before that.",
Durell Powell,1 month ago,Spence woulda knocked Pac ass out.,10
G V,1 month ago (edited),He needs money 😅,
Tony Vang,1 month ago (edited),That age was the factor. Punches wasn't going thru them gloves. Time to hang them up. Will miss manny for sure. The last great fighter gone.,13
Jason Bala,1 month ago,It was a 7-5 in rounds and yes pac lost to a flat footed jabber.,
rytferndz24,1 month ago,Ugas beat a 43 year old fighter!!! Be proud,
Ashton Oak,1 month ago,"Manny is just a fighter ...that's it. 
It was what he was born to do 

Think about it. He could legit go pro for Mexican basketball and he is the Mayor.",
Edward Jones,1 month ago,"Spence is bigger, longer, faster and a power puncher which ugas was not. I thought pac woulda gave him a run but I'm glad he didn't fight Spence now. That woulda definitely ended him",
Fermin Teagosh,1 month ago,Manny should realized it by now that hes just being the milking cow of those people making their fortune in boxing... he has nothing to prove and he should stop and retire to enjoy his riches while hes fully capable of enjoying his life to the fullest....,
Philamer Serrano,1 month ago,Much better if pac fight spence so that we can see who talks real about it mostly said that pac will get murdered by that twitter warrior but im sure it will be different outcome,
DHR69,1 month ago,"I bet spence still wants to fight pac just for the money, while ugas is willing to give pac rematch just for another big paycheck🤣",1
Mermaid Wanders,1 month ago,Age showed. His feet are giving up on him. Clock is ticking on pac. He needs to hang the gloves.,
M.L.E. MOB LIFE ENTERTAINMENT,1 month ago,But ppl think Errol faked a game injury?Spence woulda knocked this old man out,12
eric pryor,1 month ago,Imagine if he fought Crawford Pacquiao would have got stopped,1
Shanadean Brown,1 month ago (edited),Skip are you serious  you have Manny winning stay off the weed lol ....Manny it's time to hang them up you should be lucky that it wasn't Spence it would have been bad,14
Yo Go,1 month ago,Spencer would’ve killed him the dude he was fighting didn’t wanna kill him he knew he was fighting a 42 year old😂,1
z m,1 month ago (edited),"Honestly, I felt Manny just wasn't motivated by the fight. I think if Spence would have been able to fight, you would have seen a different Pacquiao. Sometimes we have a habit of lowering ourselves to the level of competition. Not saying Ugas is a bad fighter, I think we all can agree he's not a top tier fighter like Spence, or even Thurman. Ugas fought a good fight and I did have him winning 7-5 or even a  6-6 Draw.",
Robert Murdock,1 month ago,Maybe James should quit as he never had a problem with it in the finals Listen his numbers are down and he’s injured all the time. Time to leave,
louiethexiii1,1 month ago,God saved manny but taking errol out that fight 😂,
Vander Manocchio,1 month ago,Pac man  always took shots unc !,5
palmcoast1000,1 month ago,Pac-Man vs Spence will be different boxing so BS,
Shardae Loading,1 month ago,Wait hold up if manny doesn’t like needles how are we suppose to believe that he’s been drug tested in his other fights 🤣🤣🤣🤣🤣,1
E V,1 month ago,"Savage as fuck ""Hopefully he doesn't make you disapear.""",
Gentlemen Of Culture,1 month ago,That is facts. He has absolutely NOTHING to prove,
Byron Yadao,1 month ago,"Time to pass on the crown, Pacquiao. Nothing to be ashamed of. Your achievements and massive earnings speak for itself. Your Southpaw stance has bewildered opponents and entertained boxing fans worldwide. Thanks for those amazing, unforgettable memories.",
J M,1 month ago,Pacman was the shit pound for pound one of the best fighters to watch in his prime,3
Richard Dio,1 month ago,"pacquiao is the only best boxer I've ever seen he lost because of his foot that he didn't use his foot work in the fight and another because of the change of opponent so it's frustrating ... he's a boxing legend no one has ever been born to match he has done in the world of boxing...rematch champ.,...",
Kenric Horton,1 month ago (edited),No matter what ….the Lebron/ Jordan /Durant/ Kawhi/ debate will come up between these two,
Richard Dio,1 month ago,pacquiao is the only best boxer I've ever seen he lost because of his foot that he didn't use his foot work in the fight and another because of the change of opponent so it's frustrating ... he's a boxing legend no one has ever been born to match he has done in the world of boxing...rematch champ,
Ra Allah,1 month ago,I wonder why they call it boxing and not fighting,
Vincenzo Vieri,1 month ago,"Pacquio was also out of shape, never seen him without a six pack and no definition. In his arms, he looked like he didn’t train for the fight. He’s finished or he los the heart to fight and I believe it’s just the heart",8
JeGaRo13,1 month ago,i think the length of ugas is the problem but i think with a full camp manny can adjust on that length,
Faraon Alvaro,1 month ago,Ive always loved boxing and appreciate the sweet science.But those of you bringing Floyd in this convo.I will say this.Boxing does have an entertainment value.Paquiao was in some of the most exciting fights of all time.While Floyd was is some of the most boring fights of all time.,
H G,1 month ago,"Pacman's secret is his whole legs. Jumping and moving while punching. That became the serious problem. Ugas knew it then he intentionally use that opportunity that why he wants a rematch, he wants to experience the 100% pacman. It was sad for us Filipinos, it happens and thats boxing. Credits to ugas, congrats! And respect to the legend. ""The destroyer"" and ""pacman"" from Philippines!🇵🇭✨",
Van Robbins,1 month ago,People use age as an excuse… since the Mayweather fight he’s been beating younger guys easily.,
StreetGangs,1 month ago,"With his cramped legs, he couldn't move as fast as usual unfortunately. But he tried as best he could. But props to ugas. Like Manny said, no excused. Congrats to ugas.",
GodEr0z,1 month ago,look at what happened to ugas face he won but his face😂😂😂 considering pacquiao landed less power shots and still ugas face swollen that hard😂😂😂😂,
Atrain973 main4life386,1 month ago,In my opinion I feel that Manny Pacquiao was better than Mayweather and Mayweather was afraid to fight him in his prime in my opinion.,
Mike Malone,1 month ago,That dude looked 20 pounds heavier than paq.,7
duane thomas,1 month ago,5 years ago Ugas was younger too 😳 Ugas not the kind of fighter than you can just get outta of there easy .. The man comes for war .,
Zerrick80,1 month ago,Skip should never talk boxing.  He should just sit in silence any time the topic of boxing is brought up.,1
Antwan drm cst,1 month ago,Skip wanted to debate those 800 useless punches so bad😅😅😅,
Jacob Langabayan,1 month ago (edited),A lot of people are saying that it's a setup for Manny to lose. Imagine training and studying to fight a specific boxer for months and end up fighting a different one on the last minute. That's not an easy transition. I'm not saying that it's true but it's a possibility.,
Will Jackson,1 month ago,This fight the Spence injury all seems a lil fishy to me corrupt boxing at its best.,3
ROBERTO LOPEZ,1 month ago,Now I will remember many like I didn't wanted to remember. Why he have to comeback just like chavez sr.,
Michael,1 month ago,"Pacman will be back for his last last fight, he's a true fighter and will not end his career on an L like this. Expect him to announce a rematch with Ugas or Spence/Crawford with the hope to get a better and proper training camp for his side. He's going to go out on a bang on his own terms no matter what any of us want him to do.",
YakU G TV,1 month ago,147 lbs is too much. I believe he can still win at 140 lbs.  Gives Josh taylor,
Aaron Abraham,1 month ago,Pac mAN IS GOAT,1
Chris De Peralta,1 month ago,"Pacquiao just fought a bigger, stronger and longer guy in a short notice! I agree he aint the same as he once was but part of it is bec of the opponent. If Pac fights in a lower weight class which is his normal weight class, yall think the physical advantages of a welterweight would come into play against Manny in a lower weight? He was still fast and strong and can take hits. Kudos to Ugas, but he looks like a Middleweight in there.",
Chi.Northside,1 month ago,"Pacquiao should retire. No shame in going out in a decision. At his age, another Juan Marquez type of TKO could cause permanent damage, and I would hate to see him go out like that.",
JaeDeeKae,1 month ago,These two guys don’t talk boxing all that good this is Shannon and Skip weakness I see,
Ricky Rosette,1 month ago,"This is just a clickbait for those Duckies like ESJ the untruth & crawbackford that he's weakened ,wait for them to start challenging him and We will see .. !!!",
Megail Frisch,1 month ago,"Yeah Errol Spence would have hurt him fr  , no disrespect to manny cause 2-3 years ago he still had a few more steps and I know for a fact he could have had a chance to win but this is just to late in his career for me. He’s old now and doesn’t have what he use to have or Able to do what he use to do 🤷🏾‍♂️ Spence would have beat heem down for sure",
palmcoast1000,1 month ago,Tired of Pac-Man time to retire,
Andreus Lee,1 month ago,Pediquiao no juice this time,
BehindDTruth!!,1 month ago,He should have fought a YouTuber,
Leur Laumat,1 month ago,For me ugas is nothing for pacman men. He won only the fight but his face is devastated than pacman men...,
Edna Benitez,1 month ago,Well that's life..juts because your a legend  fighter is you can beat any one..because in every battle you can never know if your next fight is gonna be much tougher and difficult ..at least he has proven too much on his prime ...he didn't dock ...he always give his opponents a desrveing fight,
Michael L,1 month ago,"The man got the whole Filipino nation to feed money makes the man willing to take a few more punishments. By the way, don't ever mention the FAKE chump jeff aussie horn again!",
gary nixon,1 month ago,Nothing to prove ONE OF THE GREATS Father Time is undefeated !!!!!!,
Frank Ford,1 month ago,"The Shannon- Skip show needs to end!! Shannon repeats himself over and over and over and over! 
So tiring listening to him shout to make his point...plus Shannon is inwardly racist and tries to cover it up....but he can't...positive he grew up in a home that did not like whites...I seldom watch this program anymore...",
Tom Ross TV RAW,1 month ago,He lost NO EXCUSE!! He looked the same way Mayweather made him look in 2015!! This is what happens when you never take the time to learn how to box and Rely on your opponent standing still and trading vice learning how to out think them.. that as a huge win for boxing when manny lost the other night.. boxers take the time to learn how to really box or end up like manny losing fights because you don’t even know the boxing fundamentals to defend yourself .. he literally got hit with the same punch all night long and never adapted,
rem group,1 month ago,Styles make fights. Ugas wouldve whooped pacman at any point of his career. Reality is pac man struggled with marquez 3 times before marquez ultimately ko’d manny viciously. Ugas is a bigger counter puncher that has good skill.,1
Jorel Adams,1 month ago,He's actually a 6 division champ. Those other two were at catch-weights for non-existent classes but somehow a belt/championship was at stake.,3
Jaime,1 month ago,"If Pac wants a farewell fight, He should fight a top Jr. Welterweight. He should tell everyone that for more than a decade he has fighting above his weight class and beating the top Welterweights. Reclaim the Jr. Welterweight title and call it a career.",
Kev Gaming,1 month ago,Manny was doing good it wasent much that he lost he instincts it was his legs tf ya talking about I know skip an uncle don’t know about boxing but it was the legs that weren’t their if he had his legs manny would of win that simple but his legs were spiked sore couldn’t move in an out like he does that’s why he lost,
ROMMEL MONTANO,1 month ago (edited),"I think he will retire after he fight either spence or crawford.. because he know those two can knock him out.. after that he will say my time is done, this is  the time of new generation, time of bud or spence, i lost to a great champion. Basically he didnt say that after he lose to ugas because he knew his body abandoned him at that moment.",
5100yes,1 month ago,"Skip 
Dont compare Football and boxing…",
Ricci Huslte,1 month ago,👽👁️👁️🛸,
Flobert Stan,1 month ago,"Bine of them don't know shit about  boxing I can Google the same thing Shannon saying 
The only blackman Shannon Mr Ed like is lebron",
He Who Remains,1 month ago,Just call it quits.,
NEVASO Productions,1 month ago,That was a good fight. Pacman got hit and  kept coming forward. People just fans of your old work. This whats wrong with Boxing People dodging fights. Ugas next fight will tell if he not good.,
Niners 21,1 month ago,Floyd ducked so much he played duck duck goose,
T Daniels,1 month ago,"It's time for Pac to hang it up.  It's been a long, special road for the man.  Focus on legislation big dog.",4
Tom Ross TV RAW,1 month ago,Every since Floyd exposed him for PEDS manny hasn’t looked the same since,4
Jp 305,1 month ago,They don’t know boxing,1
Ryan Pagkaliwangan,1 month ago,Rematch after he won PRESIDENTIAL ELECTION,
Ryan Pagkaliwangan,1 month ago,Skip 1-0,
T D,1 month ago (edited),"Pac is old, but he fought a guy in his prime, and  in his weight class,  he's big and strong and long. Ugas is better than SS is giving him credit for. He probably never heard of ugas before. Jeff horn lost.",11
eric pryor,1 month ago,Spence is bigger than ugas,
uncle Watt,1 month ago,Manny learned Floyd was right again 😂🤣😂 the hard way,
Magnificent3333,1 month ago,He should of retired years ago when he got put to sleep with that massive shot at 3 seconds before the end of the round.. He was counting sheep's for about 5mins solid....and that's FACTUAL!!!!,4
Jp 305,1 month ago (edited),He was wobbled by a lead uppercut........ dawg these people can’t box and don’t know boxing. Imagine If he woulda fought Spence... making it seem like ugas is better than Spence,
Willie Smith,1 month ago,Pac been earned my respect as a GOAT.,11
Psychotropni Lachtan,1 month ago,Shoulve retired years ago.,
Tank White.,1 month ago,"Pacquiao never had defense, he gives away when he's about to throw.",6
Gaming Shocker,1 month ago,"❗During round 3 break time while manny is sitting next to Buboy he cleary said that his legs got stiff, every round It worsen that affects his hamstrings every time he punch and twist his legs, watch the end of round 3 and up your volume, Pacman said ""tigas na"" in filipino and buboy responded ""matigas paa mo?!"" It means his legs got stiff real hard, there's no bounce and angles from Pacquiao that night you can really tell there's a problem with his legs. he will fight again, congratulations to Ugas 🔥🔥🔥",1
Gamer Gamesmanship,1 month ago,He gone get hurt🤕,
matson,1 month ago,I don't get he lost one fight and everyone is saying retire come on people you win some you lose some don't mean he is done.,
Elmer Berador🤍,1 month ago,"I AGREE HIS LOSE,BUT REMEMBER PACQUIAO TRAININGS IN THE BEGINNING FOR SPENCE...SUDDENLY 11 DAYS BEFORE THE FIGHT SPENCE BACKOUT BECAUSE OF INJURY....MANNY PACQUIAO LOSE ALREADY THIS KIND OF ......",
Movement Politics,1 month ago,He had cramps...,
Bobby Dean,1 month ago,Charlo Shannon Sharpe correct yourself,1
Darrell Galloway,1 month ago,I see neither of you kno $hyt abt boxing !!! No diss !!!,
CHRIS.,1 month ago,"Manny isn’t a great fighter to me. He just throws punches and pray he hit his opponent. He fights similar to a hood dude, just pathetic. I always said “if he fights someone that can actually fight will kill Manny”.",1
Truth Seeker,1 month ago,They don't know boxing. Dude been washed. Steroids kept him relevant.,
Joseph Colvin,1 month ago,Skip make al the excuses for folks he likes,
M D,1 month ago,"SKIP IS DELISIONAL...NO FIGHTER IS.."" BRADY-ESK""... BRADY IS PROTECTED...THATS WHY QUARTERBACKS PLAY LONGER THAN OTHERS",
Marcus Roman,1 month ago,Skip don't know anything about boxing. Manny killed Jeff Horn. It wasn't even close. That's probably one of the worst robberies in boxing history.,
Edward Jones,1 month ago,YES HE DID EMBARRASS HIMSELF HE LOST TO A BACKUP WHO LOST TO THE GUY WHO LOST TO THE GUY WHO YOU WERE SUPPOSED TO FIGHT.. YALL DON'T KNOW ABOUT BOXING FRFR,
Derrick johnson,1 month ago,Skip just proved he knows nothing with that stupid score he had.,
Derrick johnson,1 month ago,Skips stupid if he thinks manny lost to Jeff horn pac got cheated in that fight.,
mr ashy,1 month ago,How was Manny ever fighter of the decade when Floyd never loss,3
J Skeetz,1 month ago,skip stop it . every filipino fan know ugas won and every filipino fan also want  him to retire. we dont want him to get hurt in this stage of his career.,
Motivated Dedicated,1 month ago,🤣🤣🤣🤣🤣🤣🤣,
Jason Mardonio Meza,1 month ago,Love Pacman but you could tell his legs were not there. Manny said afterwards that his legs began to cramp and he couldn't move from the 2nd round to the end of the fight. True? Or Wishful thinking. It was a close fight but Manny I think should have one more fight.....with yes I said it....one Conor Mcgregor the Notorious one. Get that last huge payday and then ride off into the sunset. Pacman will always be a Legend and one of the greatest fighters of all time.,
GTR8523,1 month ago,I can't wait for this fight win or lose Pacquiao is the GOAT!!!!,
emmanjr,1 month ago,"Time to hang does gloves pac.. the legs arent there anymore.. cant move side to side to create angles, cant move quick enough to close gaps",
timothy72688,1 month ago,Listen everyone ugas style of fighting will give any fighter of any age a lot of problems I don't like the fact that manny is old that's why he lost even tho it was 10 to 1 odds in pacs favor according to the experts Manny in his prime possibly would of got knocked out because he would of came forward more pacman never had a good defence his whole career an been stopped an beaten before that's why they picked spence because he would of came forward an been in range of Manny all night which favors him but ugas is the opposite out of range of Manny all night landing a deadly jab an vicious cross an right hook an huge body shots errol spence can't an won't do that to pacman without putting himself in range to get ko himself unlike ugas an thats what alot people don't understand,
Julian Berry,1 month ago,"No excuses.  If it was Mayweather, then y’all would be all over him.",5
Alexander,1 month ago,Time to retire. Father time is undefeated.,
Neil Espeleta,1 month ago,"I think Manny has one or two more fights in him. For a guy who took on someone in 1 week's notice, he did pretty well. He prepared for months for a southpaw only to fight someone with a completely different style. If the scenario was Pac vs Ugas from the beginning and PAC still lost, I would definitely be saying hang the gloves up but it's different. I  think Skip feels the same way, there is a sense of the unknown or what if that's why he didn't completely write-off Pac.",
Curtis Sewell,1 month ago,Doesnt Manny have eight losses.  Imagine if Floyd had eight losses.  The so called experts wouldn't be calling him great.,4
Puncho,1 month ago,"Let that man go enjoy life, 
he's carried that sport long enough... 
Let these New Fighter's step 🥊",
GodEr0z,1 month ago,lmao pacquiao needs money he thinks he could buy people and fight people with his money. he will not retire soon,
